"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"205","2001","12","Uttar Pradesh","Bijnor","57504.0","86.37","168.19","128.56","8471.0","12.72","24.78","18.94","603.0","0.91","1.76","1.35","66578.0","194.74","148.85"
"205","2002","12","Uttar Pradesh","Bijnor","59193.0","86.23","171.54","135.42","8489.0","12.37","24.6","19.42","964.0","1.4","2.79","2.21","68646.0","198.93","157.04"
"205","2003","12","Uttar Pradesh","Bijnor","52943.0","84.77","156.01","118.01","8516.0","13.64","25.1","18.98","996.0","1.59","2.94","2.22","62455.0","184.04","139.21"
"205","2004","12","Uttar Pradesh","Bijnor","53355.0","84.97","158.49","119.35","8340.0","13.28","24.77","18.66","1096.0","1.75","3.26","2.45","62791.0","186.52","140.45"
"205","2005","12","Uttar Pradesh","Bijnor","54347.0","83.69","162.41","122.71","9293.0","14.31","27.77","20.98","1301.0","2.0","3.89","2.94","64941.0","194.07","146.63"
"205","2006","12","Uttar Pradesh","Bijnor","60345.0","85.26","179.69","141.0","9378.0","13.25","27.92","21.91","1057.0","1.49","3.15","2.47","70780.0","210.76","165.38"
"205","2007","12","Uttar Pradesh","Bijnor","66258.0","82.29","199.2","152.14","12342.0","15.33","37.11","28.34","1921.0","2.39","5.78","4.41","80521.0","242.08","184.88"
"205","2008","12","Uttar Pradesh","Bijnor","69873.0","81.04","208.61","161.48","13691.0","15.88","40.88","31.64","2653.0","3.08","7.92","6.13","86217.0","257.41","199.25"
"205","2009","12","Uttar Pradesh","Bijnor","70069.0","78.61","208.57","157.87","15747.0","17.67","46.87","35.48","3319.0","3.72","9.88","7.48","89135.0","265.32","200.82"
"205","2010","12","Uttar Pradesh","Bijnor","41975.0","73.43","124.78","97.09","13389.0","23.42","39.8","30.97","1801.0","3.15","5.35","4.17","57165.0","169.94","132.23"
"205","2011","12","Uttar Pradesh","Bijnor","65637.0","82.14","194.66","157.19","12742.0","15.95","37.79","30.51","1531.0","1.92","4.54","3.67","79910.0","236.99","191.37"
"205","2012","12","Uttar Pradesh","Bijnor","92144.0","78.05","280.88","201.05","23872.0","20.22","72.77","52.09","2037.0","1.73","6.21","4.44","118053.0","359.85","257.58"
"205","2013","12","Uttar Pradesh","Bijnor","67847.0","77.17","208.34","158.65","17660.0","20.09","54.23","41.3","2410.0","2.74","7.4","5.64","87917.0","269.97","205.59"
"205","2014","12","Uttar Pradesh","Bijnor","72497.0","74.11","221.74","181.23","21009.0","21.48","64.26","52.52","4318.0","4.41","13.21","10.79","97825.0","299.21","244.54"
"205","2015","12","Uttar Pradesh","Bijnor","66471.0","69.23","200.02","161.81","24925.0","25.96","75.0","60.68","4625.0","4.82","13.92","11.26","96021.0","288.93","233.75"
"205","2016","12","Uttar Pradesh","Bijnor","66128.0","67.75","198.03","158.32","26070.0","26.71","78.07","62.42","5407.0","5.54","16.19","12.95","97605.0","292.29","233.68"
"205","2017","12","Uttar Pradesh","Bijnor","42398.0","70.42","-1.0","-1.0","14381.0","23.89","-1.0","-1.0","3426.0","5.69","-1.0","-1.0","60205.0","-1.0","-1.0"
"206","1966","12","Uttar Pradesh","Farrukhabad","4003.0","89.59","14.14","11.24","376.0","8.42","1.33","1.06","89.0","1.99","0.31","0.25","4468.0","15.79","12.55"
"206","1967","12","Uttar Pradesh","Farrukhabad","6339.0","73.52","21.96","16.64","1580.0","18.33","5.47","4.15","703.0","8.15","2.44","1.85","8622.0","29.88","22.63"
"206","1968","12","Uttar Pradesh","Farrukhabad","7420.0","66.11","25.51","19.5","2322.0","20.69","7.98","6.1","1481.0","13.2","5.09","3.89","11223.0","38.58","29.49"
"206","1969","12","Uttar Pradesh","Farrukhabad","10079.0","78.17","34.66","26.73","1655.0","12.84","5.69","4.39","1160.0","9.0","3.99","3.08","12894.0","44.34","34.2"
"206","1970","12","Uttar Pradesh","Farrukhabad","10355.0","78.72","35.65","26.55","1561.0","11.87","5.37","4.0","1238.0","9.41","4.26","3.17","13154.0","45.28","33.73"
"206","1971","12","Uttar Pradesh","Farrukhabad","10545.0","73.63","36.6","27.18","2141.0","14.95","7.43","5.52","1636.0","11.42","5.68","4.22","14322.0","49.71","36.91"
"206","1972","12","Uttar Pradesh","Farrukhabad","10545.0","73.63","36.9","27.31","2141.0","14.95","7.49","5.55","1636.0","11.42","5.72","4.24","14322.0","50.11","37.09"
"206","1973","12","Uttar Pradesh","Farrukhabad","7963.0","68.56","27.83","20.4","1786.0","15.38","6.24","4.58","1866.0","16.07","6.52","4.78","11615.0","40.6","29.76"
"206","1974","12","Uttar Pradesh","Farrukhabad","11200.0","84.55","39.11","28.39","1046.0","7.9","3.65","2.65","1000.0","7.55","3.49","2.53","13246.0","46.25","33.58"
"206","1975","12","Uttar Pradesh","Farrukhabad","10072.0","81.69","35.05","25.47","1305.0","10.58","4.54","3.3","953.0","7.73","3.32","2.41","12330.0","42.9","31.18"
"206","1976","12","Uttar Pradesh","Farrukhabad","14363.0","78.57","51.72","38.54","2317.0","12.68","8.34","6.22","1600.0","8.75","5.76","4.29","18280.0","65.83","49.05"
"206","1977","12","Uttar Pradesh","Farrukhabad","14993.0","78.46","51.9","37.86","2584.0","13.52","8.94","6.53","1532.0","8.02","5.3","3.87","19109.0","66.14","48.26"
"206","1978","12","Uttar Pradesh","Farrukhabad","19104.0","68.28","66.04","45.99","5897.0","21.08","20.38","14.2","2978.0","10.64","10.29","7.17","27979.0","96.71","67.35"
"206","1979","12","Uttar Pradesh","Farrukhabad","19914.0","76.93","73.56","50.7","3862.0","14.92","14.27","9.83","2111.0","8.15","7.8","5.37","25887.0","95.63","65.9"
"206","1980","12","Uttar Pradesh","Farrukhabad","22655.0","73.83","81.35","55.01","5942.0","19.36","21.34","14.43","2090.0","6.81","7.5","5.08","30687.0","110.19","74.52"
"206","1981","12","Uttar Pradesh","Farrukhabad","23544.0","72.78","83.94","56.33","6489.0","20.06","23.13","15.52","2316.0","7.16","8.26","5.54","32349.0","115.33","77.39"
"206","1982","12","Uttar Pradesh","Farrukhabad","35776.0","68.48","128.18","88.42","11891.0","22.76","42.6","29.39","4575.0","8.76","16.39","11.31","52242.0","187.18","129.12"
"206","1983","12","Uttar Pradesh","Farrukhabad","34840.0","77.05","124.12","83.65","8006.0","17.71","28.52","19.22","2371.0","5.24","8.45","5.69","45217.0","161.09","108.56"
"206","1984","12","Uttar Pradesh","Farrukhabad","33553.0","77.12","120.22","80.91","7835.0","18.01","28.07","18.89","2118.0","4.87","7.59","5.11","43506.0","155.88","104.91"
"206","1985","12","Uttar Pradesh","Farrukhabad","13325.0","83.67","47.52","31.49","1830.0","11.49","6.53","4.33","770.0","4.84","2.75","1.82","15925.0","56.79","37.64"
"206","1986","12","Uttar Pradesh","Farrukhabad","36111.0","76.29","128.19","86.14","8525.0","18.01","30.26","20.34","2697.0","5.7","9.57","6.43","47333.0","168.03","112.91"
"206","1987","12","Uttar Pradesh","Farrukhabad","34085.0","75.04","122.04","85.02","9118.0","20.07","32.65","22.74","2217.0","4.88","7.94","5.53","45420.0","162.62","113.3"
"206","1988","12","Uttar Pradesh","Farrukhabad","42279.0","74.78","150.51","100.62","10854.0","19.2","38.64","25.83","3408.0","6.03","12.13","8.11","56541.0","201.29","134.56"
"206","1989","12","Uttar Pradesh","Farrukhabad","40933.0","72.94","144.59","99.59","11480.0","20.46","40.55","27.93","3709.0","6.61","13.1","9.02","56122.0","198.24","136.55"
"206","1990","12","Uttar Pradesh","Farrukhabad","42279.0","74.94","148.43","101.6","10816.0","19.17","37.97","25.99","3320.0","5.88","11.66","7.98","56415.0","198.06","135.57"
"206","1991","12","Uttar Pradesh","Farrukhabad","37502.0","77.04","131.78","90.71","9347.0","19.2","32.84","22.61","1831.0","3.76","6.43","4.43","48680.0","171.06","117.74"
"206","1992","12","Uttar Pradesh","Farrukhabad","39498.0","86.19","137.72","89.43","5642.0","12.31","19.67","12.77","685.0","1.49","2.39","1.55","45825.0","159.79","103.76"
"206","1993","12","Uttar Pradesh","Farrukhabad","40248.0","84.9","141.71","87.82","6247.0","13.18","22.0","13.63","910.0","1.92","3.2","1.99","47405.0","166.91","103.44"
"206","1994","12","Uttar Pradesh","Farrukhabad","44952.0","82.11","159.56","99.0","7017.0","12.82","24.91","15.45","2780.0","5.08","9.87","6.12","54749.0","194.34","120.57"
"206","1995","12","Uttar Pradesh","Farrukhabad","42845.0","80.8","149.25","93.83","7225.0","13.62","25.17","15.82","2958.0","5.58","10.3","6.48","53028.0","184.73","116.13"
"206","1996","12","Uttar Pradesh","Farrukhabad","46623.0","77.52","160.43","102.08","10641.0","17.69","36.61","23.3","2876.0","4.78","9.9","6.3","60140.0","206.94","131.67"
"206","1997","12","Uttar Pradesh","Farrukhabad","52314.0","74.7","162.31","105.02","15072.0","21.52","46.76","30.26","2647.0","3.78","8.21","5.31","70033.0","217.28","140.59"
"206","1998","12","Uttar Pradesh","Farrukhabad","58468.0","76.56","199.71","125.36","15029.0","19.68","51.33","32.22","2873.0","3.76","9.81","6.16","76370.0","260.85","163.74"
"206","1999","12","Uttar Pradesh","Farrukhabad","51659.0","66.32","172.07","110.11","21543.0","27.66","71.76","45.92","4697.0","6.03","15.65","10.01","77899.0","259.47","166.05"
"206","2000","12","Uttar Pradesh","Farrukhabad","55273.0","69.11","178.15","119.49","19672.0","24.6","63.4","42.53","5035.0","6.3","16.23","10.89","79980.0","257.78","172.91"
"206","2001","12","Uttar Pradesh","Farrukhabad","60694.0","67.02","202.42","130.51","26026.0","28.74","86.8","55.96","3839.0","4.24","12.8","8.26","90559.0","302.02","194.73"
"206","2002","12","Uttar Pradesh","Farrukhabad","53803.0","65.19","184.78","127.2","23750.0","28.78","81.56","56.15","4982.0","6.04","17.11","11.78","82535.0","283.45","195.13"
"206","2003","12","Uttar Pradesh","Farrukhabad","57795.0","63.78","196.22","130.4","26973.0","29.77","91.58","60.86","5843.0","6.45","19.84","13.18","90611.0","307.64","204.45"
"206","2004","12","Uttar Pradesh","Farrukhabad","58112.0","64.04","196.94","130.54","25550.0","28.16","86.59","57.4","7081.0","7.8","24.0","15.91","90743.0","307.53","203.84"
"206","2005","12","Uttar Pradesh","Farrukhabad","59641.0","62.05","203.82","134.71","28719.0","29.88","98.15","64.87","7765.0","8.08","26.54","17.54","96125.0","328.51","217.11"
"206","2006","12","Uttar Pradesh","Farrukhabad","66594.0","65.13","228.92","152.05","29510.0","28.86","101.44","67.38","6144.0","6.01","21.12","14.03","102248.0","351.48","233.46"
"206","2007","12","Uttar Pradesh","Farrukhabad","74257.0","71.82","254.14","168.07","21230.0","20.53","72.66","48.05","7900.0","7.64","27.04","17.88","103387.0","353.83","234.01"
"206","2008","12","Uttar Pradesh","Farrukhabad","77442.0","68.31","265.12","175.47","24846.0","21.91","85.06","56.3","11088.0","9.78","37.96","25.12","113376.0","388.14","256.89"
"206","2009","12","Uttar Pradesh","Farrukhabad","78037.0","65.68","270.59","190.85","28260.0","23.78","97.99","69.11","12523.0","10.54","43.42","30.63","118819.0","411.99","290.58"
"206","2010","12","Uttar Pradesh","Farrukhabad","83066.0","68.47","282.85","194.9","27730.0","22.86","94.43","65.06","10515.0","8.67","35.81","24.67","121311.0","413.09","284.63"
"206","2011","12","Uttar Pradesh","Farrukhabad","79903.0","68.14","271.01","184.58","30531.0","26.04","103.55","70.53","6823.0","5.82","23.14","15.76","117257.0","397.71","270.88"
"206","2012","12","Uttar Pradesh","Farrukhabad","63695.0","63.08","211.07","143.19","30447.0","30.15","100.89","68.45","6839.0","6.77","22.66","15.37","100981.0","334.63","227.01"
"206","2013","12","Uttar Pradesh","Farrukhabad","46753.0","77.05","154.46","104.06","12256.0","20.2","40.49","27.28","1669.0","2.75","5.51","3.71","60678.0","200.46","135.05"
"206","2014","12","Uttar Pradesh","Farrukhabad","50028.0","74.06","175.89","112.16","14527.0","21.51","51.08","32.57","2993.0","4.43","10.52","6.71","67549.0","237.5","151.44"
"206","2015","12","Uttar Pradesh","Farrukhabad","45637.0","69.2","140.13","92.77","17119.0","25.96","52.56","34.8","3193.0","4.84","9.8","6.49","65949.0","202.5","134.06"
"206","2016","12","Uttar Pradesh","Farrukhabad","45637.0","67.71","138.96","92.65","18048.0","26.78","54.95","36.64","3720.0","5.52","11.33","7.55","67405.0","205.24","136.84"
"206","2017","12","Uttar Pradesh","Farrukhabad","97642.0","71.96","-1.0","-1.0","27112.0","19.98","-1.0","-1.0","10933.0","8.06","-1.0","-1.0","135687.0","-1.0","-1.0"
"207","1966","12","Uttar Pradesh","Etawah","1946.0","94.06","6.83","5.42","110.0","5.32","0.39","0.31","13.0","0.63","0.05","0.04","2069.0","7.26","5.77"
"207","1967","12","Uttar Pradesh","Etawah","2408.0","63.29","8.33","6.33","1032.0","27.12","3.57","2.71","365.0","9.59","1.26","0.96","3805.0","13.17","10.0"
"207","1968","12","Uttar Pradesh","Etawah","3382.0","64.71","11.63","8.83","1236.0","23.65","4.25","3.23","608.0","11.63","2.09","1.59","5226.0","17.98","13.64"
"207","1969","12","Uttar Pradesh","Etawah","3922.0","74.73","13.38","10.07","951.0","18.12","3.24","2.44","375.0","7.15","1.28","0.96","5248.0","17.9","13.47"
"207","1970","12","Uttar Pradesh","Etawah","4735.0","78.08","16.21","12.12","887.0","14.63","3.04","2.27","442.0","7.29","1.51","1.13","6064.0","20.76","15.52"
"207","1971","12","Uttar Pradesh","Etawah","4417.0","77.93","15.1","11.39","673.0","11.87","2.3","1.73","578.0","10.2","1.98","1.49","5668.0","19.37","14.61"
"207","1972","12","Uttar Pradesh","Etawah","4417.0","77.93","15.08","11.47","673.0","11.87","2.3","1.75","578.0","10.2","1.97","1.5","5668.0","19.34","14.72"
"207","1973","12","Uttar Pradesh","Etawah","3551.0","75.54","12.2","9.43","733.0","15.59","2.52","1.95","417.0","8.87","1.43","1.11","4701.0","16.15","12.49"
"207","1974","12","Uttar Pradesh","Etawah","4356.0","88.57","15.07","11.84","310.0","6.3","1.07","0.84","252.0","5.12","0.87","0.69","4918.0","17.02","13.37"
"207","1975","12","Uttar Pradesh","Etawah","4491.0","83.09","15.36","11.84","653.0","12.08","2.23","1.72","261.0","4.83","0.89","0.69","5405.0","18.48","14.25"
"207","1976","12","Uttar Pradesh","Etawah","7433.0","78.78","25.35","19.74","1202.0","12.74","4.1","3.19","800.0","8.48","2.73","2.12","9435.0","32.18","25.05"
"207","1977","12","Uttar Pradesh","Etawah","8962.0","80.07","30.48","22.63","1647.0","14.71","5.6","4.16","584.0","5.22","1.99","1.47","11193.0","38.07","28.26"
"207","1978","12","Uttar Pradesh","Etawah","12492.0","73.42","42.32","30.39","3360.0","19.75","11.38","8.17","1163.0","6.84","3.94","2.83","17015.0","57.64","41.39"
"207","1979","12","Uttar Pradesh","Etawah","13432.0","79.11","48.04","33.95","2641.0","15.55","9.45","6.68","906.0","5.34","3.24","2.29","16979.0","60.73","42.92"
"207","1980","12","Uttar Pradesh","Etawah","13356.0","76.45","46.93","33.84","3153.0","18.05","11.08","7.99","962.0","5.51","3.38","2.44","17471.0","61.39","44.26"
"207","1981","12","Uttar Pradesh","Etawah","17132.0","75.72","58.89","41.27","4219.0","18.65","14.5","10.16","1274.0","5.63","4.38","3.07","22625.0","77.78","54.5"
"207","1982","12","Uttar Pradesh","Etawah","23921.0","71.78","82.86","58.56","6904.0","20.72","23.91","16.9","2502.0","7.51","8.67","6.12","33327.0","115.44","81.58"
"207","1983","12","Uttar Pradesh","Etawah","24420.0","79.28","84.15","58.45","5023.0","16.31","17.31","12.02","1358.0","4.41","4.68","3.25","30801.0","106.14","73.72"
"207","1984","12","Uttar Pradesh","Etawah","24508.0","81.81","85.36","59.16","4238.0","14.15","14.76","10.23","1211.0","4.04","4.22","2.92","29957.0","104.34","72.31"
"207","1985","12","Uttar Pradesh","Etawah","9459.0","86.05","32.71","22.16","1136.0","10.33","3.93","2.66","398.0","3.62","1.38","0.93","10993.0","38.01","25.75"
"207","1986","12","Uttar Pradesh","Etawah","23027.0","79.31","79.29","53.38","4963.0","17.09","17.09","11.5","1046.0","3.6","3.6","2.42","29036.0","99.99","67.31"
"207","1987","12","Uttar Pradesh","Etawah","19789.0","78.83","71.65","51.53","4263.0","16.98","15.43","11.1","1052.0","4.19","3.81","2.74","25104.0","90.89","65.38"
"207","1988","12","Uttar Pradesh","Etawah","28336.0","77.32","98.32","67.45","7078.0","19.31","24.56","16.85","1236.0","3.37","4.29","2.94","36650.0","127.17","87.24"
"207","1989","12","Uttar Pradesh","Etawah","27507.0","78.36","95.31","64.39","6852.0","19.52","23.74","16.04","744.0","2.12","2.58","1.74","35103.0","121.63","82.17"
"207","1990","12","Uttar Pradesh","Etawah","30530.0","79.64","105.39","71.78","7169.0","18.7","24.75","16.85","634.0","1.65","2.19","1.49","38333.0","132.32","90.12"
"207","1991","12","Uttar Pradesh","Etawah","20764.0","76.03","72.11","47.78","6001.0","21.97","20.84","13.81","544.0","1.99","1.89","1.25","27309.0","94.85","62.84"
"207","1992","12","Uttar Pradesh","Etawah","24685.0","85.64","85.09","55.24","3927.0","13.62","13.54","8.79","212.0","0.74","0.73","0.47","28824.0","99.36","64.51"
"207","1993","12","Uttar Pradesh","Etawah","24867.0","87.41","85.85","55.23","3380.0","11.88","11.67","7.51","202.0","0.71","0.7","0.45","28449.0","98.21","63.18"
"207","1994","12","Uttar Pradesh","Etawah","27459.0","79.84","94.27","60.93","6473.0","18.82","22.22","14.36","462.0","1.34","1.59","1.03","34394.0","118.08","76.32"
"207","1995","12","Uttar Pradesh","Etawah","27415.0","79.96","93.72","60.26","6481.0","18.9","22.16","14.25","392.0","1.14","1.34","0.86","34288.0","117.22","75.37"
"207","1996","12","Uttar Pradesh","Etawah","27586.0","77.58","94.02","60.48","7418.0","20.86","25.28","16.26","554.0","1.56","1.89","1.21","35558.0","121.19","77.95"
"207","1997","12","Uttar Pradesh","Etawah","28989.0","77.28","99.65","66.76","7949.0","21.19","27.33","18.31","576.0","1.54","1.98","1.33","37514.0","128.96","86.39"
"207","1998","12","Uttar Pradesh","Etawah","29720.0","80.65","101.54","65.01","6558.0","17.8","22.41","14.34","574.0","1.56","1.96","1.26","36852.0","125.9","80.61"
"207","1999","12","Uttar Pradesh","Etawah","34405.0","74.43","118.19","75.12","11120.0","24.06","38.2","24.28","700.0","1.51","2.4","1.53","46225.0","158.79","100.92"
"207","2000","12","Uttar Pradesh","Etawah","31746.0","73.89","110.06","69.05","10396.0","24.2","36.04","22.61","819.0","1.91","2.84","1.78","42961.0","148.94","93.45"
"207","2001","12","Uttar Pradesh","Etawah","33497.0","77.3","116.23","72.22","9452.0","21.81","32.8","20.38","386.0","0.89","1.34","0.83","43335.0","150.37","93.42"
"207","2002","12","Uttar Pradesh","Etawah","29531.0","78.61","103.35","67.2","7534.0","20.05","26.37","17.14","503.0","1.34","1.76","1.14","37568.0","131.48","85.49"
"207","2003","12","Uttar Pradesh","Etawah","31876.0","75.32","109.55","67.68","9657.0","22.82","33.19","20.5","789.0","1.86","2.71","1.68","42322.0","145.46","89.86"
"207","2004","12","Uttar Pradesh","Etawah","32072.0","75.76","110.23","68.1","9330.0","22.04","32.07","19.81","933.0","2.2","3.21","1.98","42335.0","145.5","89.89"
"207","2005","12","Uttar Pradesh","Etawah","32706.0","74.17","111.96","69.4","10359.0","23.49","35.46","21.98","1030.0","2.34","3.53","2.19","44095.0","150.95","93.57"
"207","2006","12","Uttar Pradesh","Etawah","36580.0","76.03","126.46","76.71","10679.0","22.19","36.92","22.39","856.0","1.78","2.96","1.8","48115.0","166.33","100.9"
"207","2007","12","Uttar Pradesh","Etawah","41429.0","70.06","142.84","86.31","14954.0","25.29","51.56","31.15","2748.0","4.65","9.47","5.72","59131.0","203.87","123.18"
"207","2008","12","Uttar Pradesh","Etawah","43304.0","69.08","151.0","91.13","15707.0","25.05","54.77","33.05","3680.0","5.87","12.83","7.74","62691.0","218.6","131.93"
"207","2009","12","Uttar Pradesh","Etawah","43594.0","64.71","149.86","94.36","18281.0","27.13","62.85","39.57","5497.0","8.16","18.9","11.9","67371.0","231.6","145.82"
"207","2010","12","Uttar Pradesh","Etawah","44335.0","62.01","152.16","92.5","23794.0","33.28","81.66","49.64","3367.0","4.71","11.56","7.02","71496.0","245.38","149.17"
